id,name,tournament_type,time_control,start_date,end_date,country,city,venue_name,latitude,longitude,max_players,entry_fee,currency,prize_fund,organizer_name,organizer_email,website,source_url,is_fide_rated
2601,20. Seminarturnier Wernigerode / Harz 2025,classical,,Wed Oct 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Wed Oct 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),GER,Wernigerode,Wernigerode,,,,,EUR,,,,,https://chess-results.com/tnr1145087.aspx?lan=0,true
2602,Sakkozó Magyarok Világtalálkozója,classical,,Wed Oct 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Wed Oct 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),HUN,Lakitelek,Lakitelek,,,,,EUR,,,,,https://chess.hu/?id=2100,true
2603,Hungarian Chess Players World Meeting(Sakkozo Magy,classical,,Wed Oct 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Wed Oct 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),HUN,Lakitelek,Lakitelek,,,,,EUR,,,,,https://chess-results.com/tnr1177401.aspx?lan=0,true
2604,Seminarturnier Harz,classical,,Wed Oct 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Wed Oct 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),GER,,,43.25256820,-0.05258850,,,EUR,,,,,https://chess-results.com/Kalender.aspx?lan=4&%7CChessResults.Com%7C2025-08-10%7C2025-08-17%7CSeminarturnier%20Harz%7C,true
2605,20. Seminarturnier Wernigerode/Harz,classical,,Wed Oct 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Wed Oct 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),GER,"38855 Wernigerode/Harz, Hotel Gothisches Haus","38855 Wernigerode/Harz, Hotel Gothisches Haus",,,,,EUR,,,,,https://www.schachbund.de/turnierdetails/20-seminarturnier-wernigerode-harz.html,true
2606,III TORNEIO DE XADREX DA ETEAB,classical,,Wed Oct 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Wed Oct 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BRA,Niterói,Niterói,-22.51952840,-42.97856900,,,EUR,,,,,https://www.chessmanager.com/en-us/tournaments/5730451042598912,true
2808,Regional Norte Amador - Rápido - U2000,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BRA,Macapá,Macapá,,,,,EUR,,,,,https://chess-results.com/tnr1186792.aspx?lan=0,true
2809,Regional Norte Amador - Rápido - U1700,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BRA,Macapá,Macapá,,,,,EUR,,,,,https://chess-results.com/tnr1186793.aspx?lan=0,true
2810,Regional Norte Amador - Rápido,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BRA,Macapá,Macapá,,,,,EUR,,,,,https://chess-results.com/tnr1186786.aspx?lan=0,true
2811,Regional Norte Amador - Blitz,blitz,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BRA,Macapá,Macapá,,,,,EUR,,,,,https://chess-results.com/tnr1187760.aspx?lan=0,true
2812,S: Wellness Chess Tour Croatia,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CRO,selce,selce,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=431442,true
2813,Eliminacje Strefowe PL-LU Do Finałów OOM... 14 W 2026 Roku - C13,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Bialystok,Bialystok,53.09769660,23.23272830,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/479188,true
2814,Eliminacje Strefowe PL-LU Do Finałów MP ... 10 W 2026 Roku - D09,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Bialystok,Bialystok,53.09769660,23.23272830,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/479189,true
2815,Eliminacje Strefowe PL-LU Bialystok 2025 - D13,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Bialystok,Bialystok,53.09769660,23.23272830,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=412689,true
2816,Eliminacje Strefowe PL-LU Bialystok 2025 - D11,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Bialystok,Bialystok,53.09769660,23.23272830,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=412688,true
2817,Eliminacje Strefowe PL-LU Bialystok 2025 - D09,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Bialystok,Bialystok,53.09769660,23.23272830,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=412687,true
2818,Eliminacje Strefowe PL-LU Bialystok 2025 - C13,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Bialystok,Bialystok,53.09769660,23.23272830,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=412692,true
2819,Eliminacje Strefowe PL-LU Bialystok 2025 - C11,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Bialystok,Bialystok,53.09769660,23.23272830,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=412691,true
2820,Eliminacje Strefowe PL-LU Bialystok 2025 - C09,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Bialystok,Bialystok,53.09769660,23.23272830,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=412690,true
2821,CCC Wednesday Action Quads 149 - F,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),USA,Charlotte,Charlotte,35.22720860,-80.84308270,,,EUR,,,,,http://ratings.fide.com/tournament_details.phtml?event=409819,true
2822,CCC Wednesday Action Quads 149 - E,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),USA,Charlotte,Charlotte,35.22720860,-80.84308270,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=409818,true
2823,CCC Wednesday Action Quads 149 - D,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),USA,Charlotte,Charlotte,35.22720860,-80.84308270,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=409817,true
2824,CCC Wednesday Action Quads 149 - C,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),USA,Charlotte,Charlotte,35.22720860,-80.84308270,,,EUR,,,,,http://ratings.fide.com/tournament_details.phtml?event=409816,true
2825,CCC Wednesday Action Quads 149 - B,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),USA,Charlotte,Charlotte,35.22720860,-80.84308270,,,EUR,,,,,http://ratings.fide.com/tournament_details.phtml?event=409815,true
2826,CCC Wednesday Action Quads 149 - A,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),USA,Charlotte,Charlotte,35.22720860,-80.84308270,,,EUR,,,,,http://ratings.fide.com/tournament_details.phtml?event=409814,true
2827,БЕЛАЯ ЛАДЬЯ-2025 2 ЛИГА ЮНОШИ (10-11 ФЕВРАЛЯ 2025 ПАВЛОДАР),classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),KAZ,Pavlodar,Pavlodar,53.00188570,76.27996450,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/506048,true
2828,БЕЛАЯ ЛАДЬЯ-2025 2 ЛИГА ЮНОШИ (10-11 ФЕВРАЛЯ 2025,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),KAZ,Pavlodar,Pavlodar,53.00188570,76.27996450,,,EUR,,,,,https://chess-results.com/tnr1115755.aspx?lan=0,true
2829,БЕЛАЯ ЛАДЬЯ-2025 2 ЛИГА ДЕВОЧКИ  (10-11 ФЕВРАЛЯ 20,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),KAZ,Pavlodar,Pavlodar,53.00188570,76.27996450,,,EUR,,,,,https://chess-results.com/tnr1115745.aspx?lan=0,true
2830,Wellness Chess Tour Croatia - International Chess Tournament Series,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CRO,Selce,Selce,,,,,EUR,,,,,https://calendar.fide.com/calendar.php?id=5671,true
2831,Wellness Chess Tour Croatia - Selce Hotel MARINA**,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CRO,selce (cro)  e. antica 73,selce (cro)  e. antica 73,,,,,EUR,,,,,https://chess-results.com/tnr1218792.aspx?lan=0,true
2832,Wellness Chess Tour CROATIA! Fide Értékszámszerző Nemzetközi Sakkverseny Selce - Crikvenica,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),HUN,selce-crikvenica (horvátország),selce-crikvenica (horvátország),,,,,EUR,,,,,https://chess.hu/?id=68300,true
2833,Eliminacje Strefowe PL-LU Do Finałów OOM Do Lat 14 W 2026 Roku - D13,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Bialystok,Bialystok,53.09769660,23.23272830,,,EUR,,,,,http://www.chessarbiter.com/turnieje/2024/ti_6908/,true
2834,Eliminacje Strefowe PL-LU Do Finałów OOM Do Lat 14 W 2026 Roku - C13,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Bialystok,Bialystok,53.09769660,23.23272830,,,EUR,,,,,http://www.chessarbiter.com/turnieje/2024/ti_6905/,true
2835,Eliminacje Strefowe PL-LU Do Finałów OOM Do Lat 12 W 2026 Roku - D11,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Bialystok,Bialystok,53.09769660,23.23272830,,,EUR,,,,,http://www.chessarbiter.com/turnieje/2024/ti_6907/,true
2836,Eliminacje Strefowe PL-LU Do Finałów OOM Do Lat 12 W 2026 Roku - C11,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Bialystok,Bialystok,53.09769660,23.23272830,,,EUR,,,,,http://www.chessarbiter.com/turnieje/2024/ti_6904/,true
2837,Eliminacje Strefowe PL-LU Do Finałów MP Młodzików Do Lat 10 W 2026 Roku - C09,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Bialystok,Bialystok,53.09769660,23.23272830,,,EUR,,,,,http://www.chessarbiter.com/turnieje/2024/ti_6903/,true
2838,Eliminacje Strefowe PL-LU Do Finałów MP Młodziczek Do Lat 10 W 2026 Roku - D09,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Bialystok,Bialystok,53.09769660,23.23272830,,,EUR,,,,,http://www.chessarbiter.com/turnieje/2024/ti_6906/,true
2839,Maribo Byturnering 2025,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,,,39.86066760,-104.68536730,,,EUR,,,,,http://turnering.skak.dk/TournamentActive/Details?tourId=29711,true
2840,LVS intern efterårsturnering 2025,classical,,Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Thu Oct 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,,,39.86066760,-104.68536730,,,EUR,,,,,http://turnering.skak.dk/TournamentActive/Details?tourId=29735,true
2992,Nitram Circuit 2025-2026 - Etape 1,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BEL,Saint-ghislain,Saint-ghislain,50.46371510,3.85771760,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430365,true
2993,Team Manaus Chess Open 2025,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BRA,,,44.69767780,7.85427070,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/512110,true
2994,Campeonato Brasileiro de Xadrez RPD 2025  Manaus,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BRA,,,44.69767780,7.85427070,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/512112,true
2995,Campeonato Brasileiro de Xadrez Rápido Feminino 20,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BRA,,,44.69767780,7.85427070,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/508056,true
2996,Campeonato Brasileiro De Xadrez RPD 2025  Manaus,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BRA,Manaus,Manaus,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=410086,true
2997,Campeonato Brasileiro De Xadrez Rápido Feminino 20,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BRA,Manaus,Manaus,,,,,EUR,,,,,https://chess-results.com/tnr1110305.aspx?lan=0,true
2998,Campeonato Brasileiro De Xadrez Rápido Absoluto 20,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BRA,Manaus,Manaus,,,,,EUR,,,,,https://chess-results.com/tnr1104648.aspx?lan=0,true
2999,Torneo De Revancha Super Liga 2025,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CHI,Temuco,Temuco,,,,,EUR,,,,,https://chess-results.com/tnr1214961.aspx?lan=0,true
3000,2. HSL-JUG 4-6,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CRO,Split,Split,43.50652190,16.48297390,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=418195,true
3001,Odensemesterskabet 2025 - 9,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,Odense,Odense,55.40183790,10.38619890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421603,true
3002,Odensemesterskabet 2025 - 8,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,Odense,Odense,55.40183790,10.38619890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421602,true
3003,Odensemesterskabet 2025 - 7,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,Odense,Odense,55.40183790,10.38619890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421601,true
3004,Odensemesterskabet 2025 - 6,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,Odense,Odense,55.40183790,10.38619890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421600,true
3005,Odensemesterskabet 2025 - 5,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,Odense,Odense,55.40183790,10.38619890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421599,true
3006,Odensemesterskabet 2025 - 4,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,Odense,Odense,55.40183790,10.38619890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421598,true
3007,Odensemesterskabet 2025 - 3,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,Odense,Odense,55.40183790,10.38619890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421597,true
3008,Odensemesterskabet 2025 - 2,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,Odense,Odense,55.40183790,10.38619890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421596,true
3009,Odensemesterskabet 2025 - 19,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,Odense,Odense,55.40183790,10.38619890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421614,true
3010,Odensemesterskabet 2025 - 18,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,Odense,Odense,55.40183790,10.38619890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421613,true
3011,Odensemesterskabet 2025 - 17,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,Odense,Odense,55.40183790,10.38619890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421612,true
3012,Odensemesterskabet 2025 - 16,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,Odense,Odense,55.40183790,10.38619890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421611,true
3013,Odensemesterskabet 2025 - 15,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,Odense,Odense,55.40183790,10.38619890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421609,true
3014,Odensemesterskabet 2025 - 14,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,Odense,Odense,55.40183790,10.38619890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421608,true
3015,Odensemesterskabet 2025 - 13,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,Odense,Odense,55.40183790,10.38619890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421607,true
3016,Odensemesterskabet 2025 - 12,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,Odense,Odense,55.40183790,10.38619890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421606,true
3017,Odensemesterskabet 2025 - 11,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,Odense,Odense,55.40183790,10.38619890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421605,true
3018,Odensemesterskabet 2025 - 10,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,Odense,Odense,55.40183790,10.38619890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421604,true
3019,Odensemesterskabet 2025 - 1,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),DEN,Odense,Odense,55.40183790,10.38619890,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421595,true
3020,BLITZ FIDE - IBIZA TRAVEL 2025,blitz,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ESP,san antoni de portmany (baleares),san antoni de portmany (baleares),,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=428739,true
3021,548e Rapide Fide Du Canal,rapid,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),FRA,Paris,Paris,48.87681210,2.33623810,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430749,true
3022,Teutopokal Oktober 2025 in Verl,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),GER,Verl,Verl,52.76248800,6.60397050,,,EUR,,,,,https://www.schachbund.de/turnierdetails/teutopokal-oktober-2025-in-verl.html,true
3023,Teutopokal Oktober 2025,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),GER,verl,verl,52.76248800,6.60397050,,,EUR,,,,,http://ratings.fide.com/tournament_details.phtml?event=398675,true
3024,3rd NITAI GHOSH MEMORIAL FIDE RATED INTERNATIONAL CHESS TOURNAMENT - 2025,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),IND,Jalpaiguri,Jalpaiguri,26.54082080,88.64564080,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=426321,true
3025,SRR Below 1800 International Open FIDE Rating Chess Tournament,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),IND,Vijayawada,Vijayawada,16.50631150,80.65413690,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430571,true
3026,We 23 Valbisagno - B,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Genova,Genova,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=423498,true
3027,We 23 Valbisagno - A,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Genova,Genova,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=423497,true
3028,We 24 Citta' Di Nichelino - C,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Nichelino,Nichelino,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=420423,true
3029,We 24 Citta' Di Nichelino - B,classical,,Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Oct 10 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Nichelino,Nichelino,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=420422,true
